,#,Title,Acceptance,Difficulty,Frequency
0,221,Maximal Square,41.3%,Medium,33.5383
1,340,Longest Substring with At Most K Distinct Characters,46.7%,Medium,0
2,346,Moving Average from Data Stream,74.9%,Easy,64.54
3,380,Insert Delete GetRandom O(1),50.7%,Medium,4.56423
4,419,Battleships in a Board,72.5%,Medium,58.4056
5,1283,Find the Smallest Divisor Given a Threshold,52.0%,Medium,71.026
6,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,52.0%,Medium,100
7,1742,Maximum Number of Balls in a Box,73.2%,Easy,0
