,#,Title,Acceptance,Difficulty,Frequency
0,1,Two Sum,47.8%,Easy,2.52488
1,3,Longest Substring Without Repeating Characters,32.4%,Medium,2.86695
2,8,String to Integer (atoi),16.1%,Medium,5.08849
3,20,Valid Parentheses,40.5%,Easy,7.17522
4,49,Group Anagrams,62.3%,Medium,3.98421
5,53,Maximum Subarray,48.9%,Easy,8.84066
6,56,Merge Intervals,43.2%,Medium,40.6022
7,105,Construct Binary Tree from Preorder and Inorder Traversal,55.4%,Medium,8.12568
8,143,Reorder List,44.0%,Medium,26.1051
9,146,LRU Cache,38.3%,Medium,29.2797
10,164,Maximum Gap,40.5%,Hard,74.0141
11,169,Majority Element,61.4%,Easy,10.5815
12,198,House Robber,45.0%,Medium,3.25588
13,200,Number of Islands,52.0%,Medium,26.5331
14,207,Course Schedule,44.7%,Medium,11.585
15,236,Lowest Common Ancestor of a Binary Tree,52.7%,Medium,17.9172
16,238,Product of Array Except Self,62.7%,Medium,8.42872
17,253,Meeting Rooms II,48.4%,Medium,6.80172
18,273,Integer to English Words,29.0%,Hard,19.7495
19,277,Find the Celebrity,45.4%,Medium,28.2128
20,300,Longest Increasing Subsequence,47.3%,Medium,11.6219
21,378,Kth Smallest Element in a Sorted Matrix,58.5%,Medium,18.0086
22,394,Decode String,54.6%,Medium,9.12277
23,416,Partition Equal Subset Sum,45.7%,Medium,11.7962
24,449,Serialize and Deserialize BST,55.4%,Medium,37.7269
25,498,Diagonal Traverse,53.3%,Medium,48.0282
26,628,Maximum Product of Three Numbers,46.7%,Easy,23.043
27,622,Design Circular Queue,48.1%,Medium,30.3904
28,977,Squares of a Sorted Array,71.5%,Easy,2.56063
29,1291,Sequential Digits,57.5%,Medium,100
