,#,Title,Acceptance,Difficulty,Frequency
0,1,Two Sum,47.8%,Easy,24.5174
1,2,Add Two Numbers,37.2%,Medium,17.3812
2,3,Longest Substring Without Repeating Characters,32.4%,Medium,12.3977
3,5,Longest Palindromic Substring,31.4%,Medium,3.56218
4,15,3Sum,29.8%,Medium,2.40085
5,17,Letter Combinations of a Phone Number,51.9%,Medium,15.1279
6,20,Valid Parentheses,40.5%,Easy,44.5013
7,26,Remove Duplicates from Sorted Array,47.7%,Easy,13.5566
8,33,Search in Rotated Sorted Array,37.0%,Medium,27.5019
9,37,Sudoku Solver,51.5%,Hard,25.9396
10,42,Trapping Rain Water,54.2%,Hard,13.6225
11,48,Rotate Image,64.0%,Medium,7.49608
12,49,Group Anagrams,62.3%,Medium,6.21028
13,53,Maximum Subarray,48.9%,Easy,2.20886
14,56,Merge Intervals,43.2%,Medium,15.9411
15,57,Insert Interval,36.6%,Medium,36.155
16,75,Sort Colors,52.8%,Medium,3.68812
17,79,Word Search,38.9%,Medium,9.716
18,103,Binary Tree Zigzag Level Order Traversal,52.1%,Medium,68.5887
19,121,Best Time to Buy and Sell Stock,52.9%,Easy,22.6283
20,127,Word Ladder,33.7%,Hard,14.4573
21,146,LRU Cache,38.3%,Medium,16.5061
22,200,Number of Islands,52.0%,Medium,28.778
23,206,Reverse Linked List,68.3%,Easy,7.24438
24,215,Kth Largest Element in an Array,61.4%,Medium,6.28874
25,238,Product of Array Except Self,62.7%,Medium,23.3189
26,300,Longest Increasing Subsequence,47.3%,Medium,18.1154
27,344,Reverse String,72.5%,Easy,9.02032
28,387,First Unique Character in a String,55.6%,Easy,41.4581
29,438,Find All Anagrams in a String,46.5%,Medium,33.9541
30,545,Boundary of Binary Tree,41.9%,Medium,80.6864
31,560,Subarray Sum Equals K,43.7%,Medium,14.3655
32,653,Two Sum IV - Input is a BST,58.0%,Easy,49.7413
33,741,Cherry Pickup,35.9%,Hard,100
34,706,Design HashMap,63.8%,Easy,19.9573
35,1010,Pairs of Songs With Total Durations Divisible by 60,51.9%,Medium,79.132
36,1329,Sort the Matrix Diagonally,81.5%,Medium,81.1526
37,1290,Convert Binary Number in a Linked List to Integer,81.8%,Easy,34.3467
