,#,Title,Acceptance,Difficulty,Frequency
0,13,Roman to Integer,57.7%,Easy,1.44342
1,17,Letter Combinations of a Phone Number,51.9%,Medium,0.410286
2,21,Merge Two Sorted Lists,58.3%,Easy,0.0795086
3,23,Merge k Sorted Lists,45.0%,Hard,0.186769
4,36,Valid Sudoku,53.4%,Medium,8.05759
5,37,Sudoku Solver,51.5%,Hard,1.57486
6,99,Recover Binary Search Tree,44.8%,Medium,0.806614
7,146,LRU Cache,38.3%,Medium,3.13372
8,162,Find Peak Element,45.0%,Medium,4.44854
9,200,Number of Islands,52.0%,Medium,0.281796
10,207,Course Schedule,44.7%,Medium,1.35357
11,210,Course Schedule II,44.9%,Medium,1.71849
12,224,Basic Calculator,39.5%,Hard,70.3812
13,227,Basic Calculator II,40.0%,Medium,4.58067
14,236,Lowest Common Ancestor of a Binary Tree,52.7%,Medium,0.426881
15,239,Sliding Window Maximum,45.7%,Hard,1.12859
16,253,Meeting Rooms II,48.4%,Medium,0.287538
17,256,Paint House,56.7%,Medium,45.3451
18,363,Max Sum of Rectangle No Larger Than K,40.1%,Hard,13.6113
19,718,Maximum Length of Repeated Subarray,51.2%,Medium,4.66313
20,770,Basic Calculator IV,55.3%,Hard,100
21,811,Subdomain Visit Count,73.1%,Medium,83.5293
22,829,Consecutive Numbers Sum,40.2%,Hard,15.7409
23,528,Random Pick with Weight,45.6%,Medium,4.56955
24,881,Boats to Save People,49.6%,Medium,53.9106
25,931,Minimum Falling Path Sum,65.9%,Medium,1.11801
26,1163,Last Substring in Lexicographical Order,35.9%,Hard,32.1958
27,1289,Minimum Falling Path Sum II,62.5%,Hard,20.7884
28,1328,Break a Palindrome,52.2%,Medium,7.82204
29,1209,Remove All Adjacent Duplicates in String II,56.2%,Medium,25.3336
30,1248,Count Number of Nice Subarrays,57.5%,Medium,6.09657
31,1290,Convert Binary Number in a Linked List to Integer,81.8%,Easy,3.66684
32,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,52.0%,Medium,11.1849
33,1297,Maximum Number of Occurrences of a Substring,52.2%,Medium,20.026
34,1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,36.9%,Medium,12.1762
35,1470,Shuffle the Array,88.1%,Easy,0.636397
36,1472,Design Browser History,73.7%,Medium,48.7393
37,1481,Least Number of Unique Integers after K Removals,58.6%,Medium,15.6115
38,1710,Maximum Units on a Truck,72.1%,Easy,3.55509
