,#,Title,Acceptance,Difficulty,Frequency
0,1,Two Sum,47.8%,Easy,0.0811436
1,44,Wildcard Matching,26.1%,Hard,2.30728
2,49,Group Anagrams,62.3%,Medium,0.511405
3,105,Construct Binary Tree from Preorder and Inorder Traversal,55.4%,Medium,0.464123
4,121,Best Time to Buy and Sell Stock,52.9%,Easy,0.369263
5,127,Word Ladder,33.7%,Hard,2.10471
6,146,LRU Cache,38.3%,Medium,0.269212
7,150,Evaluate Reverse Polish Notation,40.7%,Medium,2.01356
8,200,Number of Islands,52.0%,Medium,2.05795
9,221,Maximal Square,41.3%,Medium,0.753314
10,230,Kth Smallest Element in a BST,65.1%,Medium,0.439052
11,239,Sliding Window Maximum,45.7%,Hard,13.0509
12,259,3Sum Smaller,49.9%,Medium,62.5768
13,264,Ugly Number II,44.2%,Medium,1.09889
14,282,Expression Add Operators,38.7%,Hard,4.26735
15,297,Serialize and Deserialize Binary Tree,52.1%,Hard,1.1816
16,322,Coin Change,39.0%,Medium,0.238096
17,343,Integer Break,52.6%,Medium,8.30738
18,370,Range Addition,66.5%,Medium,56.621
19,380,Insert Delete GetRandom O(1),50.7%,Medium,0.229737
20,460,LFU Cache,38.3%,Hard,1.9944
21,518,Coin Change 2,55.1%,Medium,0.826563
22,588,Design In-Memory File System,47.4%,Hard,3.27896
23,628,Maximum Product of Three Numbers,46.7%,Easy,1.31617
24,752,Open the Lock,55.0%,Medium,9.35969
25,772,Basic Calculator III,46.2%,Hard,3.40426
26,829,Consecutive Numbers Sum,40.2%,Hard,100
27,887,Super Egg Drop,26.9%,Hard,3.83868
28,1010,Pairs of Songs With Total Durations Divisible by 60,51.9%,Medium,19.1978
29,1048,Longest String Chain,57.0%,Medium,0.743641
30,1248,Count Number of Nice Subarrays,57.5%,Medium,3.7335
31,1395,Count Number of Teams,70.8%,Medium,2.57249
